User_State,User_Land_Area,User_Category,User_Gender,User_Is_Loanee,User_Pays_Tax,User_Has_Aadhaar,User_Has_Land_Records,User_Has_Sowing_Cert,User_Has_DPR,User_Has_Caste_Cert,Target_Scheme,Match_Score,Is_Eligible,Missing_Docs_Str
Telangana,9.6,OBC,Male,1,0,1,1,0,0,0,Rythu Bandhu,100,1,None
Telangana,9.6,OBC,Male,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Telangana,9.6,OBC,Male,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,9.6,OBC,Male,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),85,1,Land Records
Karnataka,11.8,ST,Female,0,0,1,0,0,0,1,PM-KISAN,85,1,Land Records
Karnataka,11.8,ST,Female,0,0,1,0,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,11.8,ST,Female,0,0,1,0,0,0,1,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Karnataka,11.8,ST,Female,0,0,1,0,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,11.8,ST,Female,0,0,1,0,0,0,1,SMAM (Machinery Subsidy),95,1,Land Records
Karnataka,1.5,ST,Male,1,0,1,0,0,1,1,PM-KISAN,85,1,Land Records
Karnataka,1.5,ST,Male,1,0,1,0,0,1,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,1.5,ST,Male,1,0,1,0,0,1,1,PMFBY (Crop Insurance),100,1,None
Karnataka,1.5,ST,Male,1,0,1,0,0,1,1,Agri Infra Fund (AIF),100,1,None
Karnataka,1.5,ST,Male,1,0,1,0,0,1,1,SMAM (Machinery Subsidy),95,1,Land Records
Uttar Pradesh,9.9,General,Male,1,0,1,1,1,0,0,PM-KISAN,100,1,None
Uttar Pradesh,9.9,General,Male,1,0,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,9.9,General,Male,1,0,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Uttar Pradesh,9.9,General,Male,1,0,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,9.9,General,Male,1,0,1,1,1,0,0,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,13.1,SC,Male,0,0,1,1,0,1,1,PM-KISAN,100,1,None
Madhya Pradesh,13.1,SC,Male,0,0,1,1,0,1,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,13.1,SC,Male,0,0,1,1,0,1,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Madhya Pradesh,13.1,SC,Male,0,0,1,1,0,1,1,Agri Infra Fund (AIF),100,1,None
Madhya Pradesh,13.1,SC,Male,0,0,1,1,0,1,1,SMAM (Machinery Subsidy),100,1,None
Punjab,9.4,SC,Male,1,0,1,1,1,0,1,PM-KISAN,100,1,None
Punjab,9.4,SC,Male,1,0,1,1,1,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,9.4,SC,Male,1,0,1,1,1,0,1,PMFBY (Crop Insurance),100,1,None
Punjab,9.4,SC,Male,1,0,1,1,1,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,9.4,SC,Male,1,0,1,1,1,0,1,SMAM (Machinery Subsidy),100,1,None
Uttar Pradesh,6.7,OBC,Male,1,1,1,1,0,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Uttar Pradesh,6.7,OBC,Male,1,1,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,6.7,OBC,Male,1,1,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Uttar Pradesh,6.7,OBC,Male,1,1,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,6.7,OBC,Male,1,1,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,11.1,ST,Male,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Madhya Pradesh,11.1,ST,Male,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,11.1,ST,Male,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Madhya Pradesh,11.1,ST,Male,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,11.1,ST,Male,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Karnataka,8.8,SC,Male,0,0,1,1,1,0,1,PM-KISAN,100,1,None
Karnataka,8.8,SC,Male,0,0,1,1,1,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,8.8,SC,Male,0,0,1,1,1,0,1,PMFBY (Crop Insurance),100,1,None
Karnataka,8.8,SC,Male,0,0,1,1,1,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,8.8,SC,Male,0,0,1,1,1,0,1,SMAM (Machinery Subsidy),100,1,None
Maharashtra,3.5,ST,Female,1,0,1,1,0,0,1,PM-KISAN,100,1,None
Maharashtra,3.5,ST,Female,1,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,3.5,ST,Female,1,0,1,1,0,0,1,PMFBY (Crop Insurance),100,1,None
Maharashtra,3.5,ST,Female,1,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,3.5,ST,Female,1,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Uttar Pradesh,11.4,ST,Male,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Uttar Pradesh,11.4,ST,Male,0,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,11.4,ST,Male,0,0,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Uttar Pradesh,11.4,ST,Male,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,11.4,ST,Male,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Caste Certificate
Punjab,11.3,OBC,Female,0,0,1,1,1,0,0,PM-KISAN,100,1,None
Punjab,11.3,OBC,Female,0,0,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,11.3,OBC,Female,0,0,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Punjab,11.3,OBC,Female,0,0,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,11.3,OBC,Female,0,0,1,1,1,0,0,SMAM (Machinery Subsidy),100,1,None
Karnataka,13.2,OBC,Female,1,0,1,0,0,0,0,PM-KISAN,85,1,Land Records
Karnataka,13.2,OBC,Female,1,0,1,0,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,13.2,OBC,Female,1,0,1,0,0,0,0,PMFBY (Crop Insurance),100,1,None
Karnataka,13.2,OBC,Female,1,0,1,0,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,13.2,OBC,Female,1,0,1,0,0,0,0,SMAM (Machinery Subsidy),95,1,Land Records
Uttar Pradesh,1.4,ST,Female,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Uttar Pradesh,1.4,ST,Female,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,1.4,ST,Female,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Uttar Pradesh,1.4,ST,Female,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,1.4,ST,Female,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Uttar Pradesh,11.6,SC,Male,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Uttar Pradesh,11.6,SC,Male,0,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,11.6,SC,Male,0,0,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Uttar Pradesh,11.6,SC,Male,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,11.6,SC,Male,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Caste Certificate
Maharashtra,1.7,OBC,Male,0,0,1,0,0,0,0,PM-KISAN,85,1,Land Records
Maharashtra,1.7,OBC,Male,0,0,1,0,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,1.7,OBC,Male,0,0,1,0,0,0,0,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Maharashtra,1.7,OBC,Male,0,0,1,0,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,1.7,OBC,Male,0,0,1,0,0,0,0,SMAM (Machinery Subsidy),85,1,Land Records
Uttar Pradesh,5.9,General,Female,1,0,1,1,0,0,0,PM-KISAN,100,1,None
Uttar Pradesh,5.9,General,Female,1,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,5.9,General,Female,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Uttar Pradesh,5.9,General,Female,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,5.9,General,Female,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Maharashtra,6.6,OBC,Female,0,0,1,0,1,0,0,PM-KISAN,85,1,Land Records
Maharashtra,6.6,OBC,Female,0,0,1,0,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,6.6,OBC,Female,0,0,1,0,1,0,0,PMFBY (Crop Insurance),85,1,Land Records
Maharashtra,6.6,OBC,Female,0,0,1,0,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,6.6,OBC,Female,0,0,1,0,1,0,0,SMAM (Machinery Subsidy),95,1,Land Records
Telangana,11.8,ST,Female,1,0,1,1,0,0,1,PM-KISAN,100,1,None
Telangana,11.8,ST,Female,1,0,1,1,0,0,1,Rythu Bandhu,100,1,None
Telangana,11.8,ST,Female,1,0,1,1,0,0,1,PMFBY (Crop Insurance),100,1,None
Telangana,11.8,ST,Female,1,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,11.8,ST,Female,1,0,1,1,0,0,1,SMAM (Machinery Subsidy),95,1,Land Records
Maharashtra,13.2,OBC,Female,0,0,1,1,1,0,0,PM-KISAN,100,1,None
Maharashtra,13.2,OBC,Female,0,0,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,13.2,OBC,Female,0,0,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Maharashtra,13.2,OBC,Female,0,0,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,13.2,OBC,Female,0,0,1,1,1,0,0,SMAM (Machinery Subsidy),100,1,None
Punjab,13.7,OBC,Male,1,1,1,0,0,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Punjab,13.7,OBC,Male,1,1,1,0,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,13.7,OBC,Male,1,1,1,0,0,0,0,PMFBY (Crop Insurance),100,1,None
Punjab,13.7,OBC,Male,1,1,1,0,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,13.7,OBC,Male,1,1,1,0,0,0,0,SMAM (Machinery Subsidy),85,1,Land Records
Karnataka,7.1,OBC,Male,0,0,1,1,1,0,0,PM-KISAN,100,1,None
Karnataka,7.1,OBC,Male,0,0,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,7.1,OBC,Male,0,0,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Karnataka,7.1,OBC,Male,0,0,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,7.1,OBC,Male,0,0,1,1,1,0,0,SMAM (Machinery Subsidy),100,1,None
Maharashtra,12.8,ST,Male,0,0,1,1,1,0,1,PM-KISAN,100,1,None
Maharashtra,12.8,ST,Male,0,0,1,1,1,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,12.8,ST,Male,0,0,1,1,1,0,1,PMFBY (Crop Insurance),100,1,None
Maharashtra,12.8,ST,Male,0,0,1,1,1,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,12.8,ST,Male,0,0,1,1,1,0,1,SMAM (Machinery Subsidy),100,1,None
Maharashtra,8.0,SC,Female,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Maharashtra,8.0,SC,Female,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,8.0,SC,Female,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Maharashtra,8.0,SC,Female,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,8.0,SC,Female,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Telangana,4.9,General,Male,1,0,1,1,0,1,0,PM-KISAN,100,1,None
Telangana,4.9,General,Male,1,0,1,1,0,1,0,Rythu Bandhu,100,1,None
Telangana,4.9,General,Male,1,0,1,1,0,1,0,PMFBY (Crop Insurance),100,1,None
Telangana,4.9,General,Male,1,0,1,1,0,1,0,Agri Infra Fund (AIF),100,1,None
Telangana,4.9,General,Male,1,0,1,1,0,1,0,SMAM (Machinery Subsidy),85,1,Land Records
Karnataka,3.1,ST,Male,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Karnataka,3.1,ST,Male,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,3.1,ST,Male,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Karnataka,3.1,ST,Male,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,3.1,ST,Male,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Uttar Pradesh,2.3,SC,Male,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Uttar Pradesh,2.3,SC,Male,0,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,2.3,SC,Male,0,0,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Uttar Pradesh,2.3,SC,Male,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,2.3,SC,Male,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Caste Certificate
Uttar Pradesh,3.9,General,Male,1,0,1,1,0,0,0,PM-KISAN,100,1,None
Uttar Pradesh,3.9,General,Male,1,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,3.9,General,Male,1,0,1,1,0,0,0,PMFBY (Crop Insurance),100,1,None
Uttar Pradesh,3.9,General,Male,1,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,3.9,General,Male,1,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Telangana,4.1,ST,Female,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Telangana,4.1,ST,Female,0,0,1,1,0,0,1,Rythu Bandhu,100,1,None
Telangana,4.1,ST,Female,0,0,1,1,0,0,1,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Telangana,4.1,ST,Female,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,4.1,ST,Female,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),95,1,Land Records
Uttar Pradesh,13.0,SC,Male,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Uttar Pradesh,13.0,SC,Male,0,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Uttar Pradesh,13.0,SC,Male,0,0,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Uttar Pradesh,13.0,SC,Male,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Uttar Pradesh,13.0,SC,Male,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Caste Certificate
Telangana,13.2,SC,Male,0,1,1,1,0,0,1,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Telangana,13.2,SC,Male,0,1,1,1,0,0,1,Rythu Bandhu,100,1,None
Telangana,13.2,SC,Male,0,1,1,1,0,0,1,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Telangana,13.2,SC,Male,0,1,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,13.2,SC,Male,0,1,1,1,0,0,1,SMAM (Machinery Subsidy),95,1,Land Records
Karnataka,10.0,SC,Female,1,0,1,0,0,0,1,PM-KISAN,85,1,Land Records
Karnataka,10.0,SC,Female,1,0,1,0,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,10.0,SC,Female,1,0,1,0,0,0,1,PMFBY (Crop Insurance),100,1,None
Karnataka,10.0,SC,Female,1,0,1,0,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,10.0,SC,Female,1,0,1,0,0,0,1,SMAM (Machinery Subsidy),95,1,Land Records
Maharashtra,7.4,ST,Male,0,0,1,1,1,0,1,PM-KISAN,100,1,None
Maharashtra,7.4,ST,Male,0,0,1,1,1,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,7.4,ST,Male,0,0,1,1,1,0,1,PMFBY (Crop Insurance),100,1,None
Maharashtra,7.4,ST,Male,0,0,1,1,1,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,7.4,ST,Male,0,0,1,1,1,0,1,SMAM (Machinery Subsidy),100,1,None
Telangana,13.9,SC,Female,1,0,1,1,1,0,0,PM-KISAN,100,1,None
Telangana,13.9,SC,Female,1,0,1,1,1,0,0,Rythu Bandhu,100,1,None
Telangana,13.9,SC,Female,1,0,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Telangana,13.9,SC,Female,1,0,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,13.9,SC,Female,1,0,1,1,1,0,0,SMAM (Machinery Subsidy),80,1,"Land Records, Caste Certificate"
Punjab,2.1,OBC,Female,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Punjab,2.1,OBC,Female,0,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,2.1,OBC,Female,0,0,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Punjab,2.1,OBC,Female,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,2.1,OBC,Female,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,1.2,ST,Male,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Madhya Pradesh,1.2,ST,Male,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,1.2,ST,Male,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Madhya Pradesh,1.2,ST,Male,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,1.2,ST,Male,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,8.8,General,Male,0,1,1,1,0,1,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Madhya Pradesh,8.8,General,Male,0,1,1,1,0,1,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,8.8,General,Male,0,1,1,1,0,1,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Madhya Pradesh,8.8,General,Male,0,1,1,1,0,1,0,Agri Infra Fund (AIF),100,1,None
Madhya Pradesh,8.8,General,Male,0,1,1,1,0,1,0,SMAM (Machinery Subsidy),100,1,None
Karnataka,12.6,General,Female,1,1,1,1,1,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Karnataka,12.6,General,Female,1,1,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,12.6,General,Female,1,1,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
Karnataka,12.6,General,Female,1,1,1,1,1,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,12.6,General,Female,1,1,1,1,1,0,0,SMAM (Machinery Subsidy),100,1,None
Punjab,6.5,General,Male,0,1,1,1,0,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Punjab,6.5,General,Male,0,1,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,6.5,General,Male,0,1,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Punjab,6.5,General,Male,0,1,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,6.5,General,Male,0,1,1,1,0,0,0,SMAM (Machinery Subsidy),100,1,None
Maharashtra,7.6,SC,Male,0,1,1,1,0,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Maharashtra,7.6,SC,Male,0,1,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,7.6,SC,Male,0,1,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Maharashtra,7.6,SC,Male,0,1,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,7.6,SC,Male,0,1,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Caste Certificate
Madhya Pradesh,13.3,ST,Female,0,0,1,1,1,0,1,PM-KISAN,100,1,None
Madhya Pradesh,13.3,ST,Female,0,0,1,1,1,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,13.3,ST,Female,0,0,1,1,1,0,1,PMFBY (Crop Insurance),100,1,None
Madhya Pradesh,13.3,ST,Female,0,0,1,1,1,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,13.3,ST,Female,0,0,1,1,1,0,1,SMAM (Machinery Subsidy),100,1,None
Karnataka,12.6,General,Male,1,0,1,1,1,1,0,PM-KISAN,100,1,None
Karnataka,12.6,General,Male,1,0,1,1,1,1,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,12.6,General,Male,1,0,1,1,1,1,0,PMFBY (Crop Insurance),100,1,None
Karnataka,12.6,General,Male,1,0,1,1,1,1,0,Agri Infra Fund (AIF),100,1,None
Karnataka,12.6,General,Male,1,0,1,1,1,1,0,SMAM (Machinery Subsidy),100,1,None
Punjab,7.6,SC,Female,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Punjab,7.6,SC,Female,0,0,1,1,0,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,7.6,SC,Female,0,0,1,1,0,0,0,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Punjab,7.6,SC,Female,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,7.6,SC,Female,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Caste Certificate
Karnataka,0.6,ST,Male,0,0,1,1,1,0,1,PM-KISAN,100,1,None
Karnataka,0.6,ST,Male,0,0,1,1,1,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Karnataka,0.6,ST,Male,0,0,1,1,1,0,1,PMFBY (Crop Insurance),100,1,None
Karnataka,0.6,ST,Male,0,0,1,1,1,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Karnataka,0.6,ST,Male,0,0,1,1,1,0,1,SMAM (Machinery Subsidy),100,1,None
Telangana,5.7,OBC,Female,0,0,1,1,0,0,0,PM-KISAN,100,1,None
Telangana,5.7,OBC,Female,0,0,1,1,0,0,0,Rythu Bandhu,100,1,None
Telangana,5.7,OBC,Female,0,0,1,1,0,0,0,PMFBY (Crop Insurance),30,0,"Crop Sowing Certificate, Land Records"
Telangana,5.7,OBC,Female,0,0,1,1,0,0,0,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Telangana,5.7,OBC,Female,0,0,1,1,0,0,0,SMAM (Machinery Subsidy),95,1,Land Records
Maharashtra,6.2,SC,Male,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Maharashtra,6.2,SC,Male,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,6.2,SC,Male,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Maharashtra,6.2,SC,Male,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Maharashtra,6.2,SC,Male,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Madhya Pradesh,1.7,ST,Female,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Madhya Pradesh,1.7,ST,Female,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Madhya Pradesh,1.7,ST,Female,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Madhya Pradesh,1.7,ST,Female,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Madhya Pradesh,1.7,ST,Female,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Punjab,9.2,ST,Male,0,0,1,1,0,0,1,PM-KISAN,100,1,None
Punjab,9.2,ST,Male,0,0,1,1,0,0,1,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Punjab,9.2,ST,Male,0,0,1,1,0,0,1,PMFBY (Crop Insurance),45,0,Crop Sowing Certificate
Punjab,9.2,ST,Male,0,0,1,1,0,0,1,Agri Infra Fund (AIF),25,0,Detailed Project Report (DPR)
Punjab,9.2,ST,Male,0,0,1,1,0,0,1,SMAM (Machinery Subsidy),100,1,None
Maharashtra,0.9,SC,Male,0,1,1,1,1,0,0,PM-KISAN,0,0,Not Eligible (Income Tax Payer)
Maharashtra,0.9,SC,Male,0,1,1,1,1,0,0,Rythu Bandhu,0,0,Not Eligible (State Mismatch - Telangana Only)
Maharashtra,0.9,SC,Male,0,1,1,1,1,0,0,PMFBY (Crop Insurance),100,1,None
